來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A372000200,晶鏈高峰論壇活動辦理,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=10FDEDD9-F9E8-432A-ADA7-A5C9C86F2654,,115/07/28,115/08/06,P,,,,,,,,
工研院,A522001435,智能網管核心技術之核網相關切片服務建置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=3C31E578-9D91-4389-899A-B3B27FAB2113,,115/07/30,115/08/12,P,,,,,,,,
工研院,A522001450,智慧網路管理驗證測試平台環境建置委託,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=34900B0D-7795-43DE-B229-F7275F2DCB4E,,115/07/30,115/08/06,P,,,,,,,,
工研院,A522001459,共通算力運算環境建置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=1BFFC1F6-4732-45CD-8E5D-C4390F4C5CF5,,115/07/28,115/08/05,P,,,,,,,,
工研院,A552003667,BA2-7594純冷媒潤滑軸承,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=A0395048-E184-4E42-A1E7-4DD690E41ED0,,115/07/28,115/08/06,P,,,,,,,,
工研院,A552003820,64館201會議室整修,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=4D18A556-FCB0-4329-BCDB-568A0EFD9143,,115/07/29,115/08/03,P,,,,,,,,
工研院,A562002165,115年臺灣學名藥產業政策協作委託服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=BEAA434B-F6C2-4876-82A2-CEE759B79059,,115/07/29,115/08/12,P,,,,,,,,
工研院,A562002212,Aranesp,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=FB291298-C9F9-4497-95DF-4CDEBE2F00D8,,115/07/28,115/08/07,P,,,,,,,,
工研院,A562002238,115年臺灣藥物韌性產業推動計畫委託服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=1E212728-BA83-46E5-9ED5-A1CC3D24D0FB,,115/07/29,115/08/12,P,,,,,,,,
